0.0	-3.8889664994413016	0.020690919410016096
0.1	-0.9907444071784219	0.45865597678079617
0.2	-0.28995116916378677	0.2188028498869581
0.3	-0.10763545736482114	0.10871589594452641
0.4	-0.012080186298440664	0.03136229365630641
0.5	-2.5588739634900242e-14	2.165643498053575e-14
0.6	-7.816760930022159e-15	1.9730098298016257e-14
0.7	9.445238886980555e-15	2.2991351661945547e-14
0.8	-3.683530050270873e-16	1.2796874518005883e-14
0.9	-5.117453309526885e-15	9.509358165240637e-15
1.0	-2.242398552670459e-15	6.5685867940211036e-15
